"","X","ID.x","Site.ID","Original.Genus","Original.Species","ACCEPTED.GENUS","ACCEPTED.SPECIES","SPECIES.ID","SAMPLE.ID","ID.y","Average.LA..m2.","SLA..m2.kg.","LMA..kg.m2.","LDMC..mg.g.","Cmass..g.kg.","Nmass..g.kg.","Pmass..g.kg.","Kmass..g.kg.","Narea..g.m2.","Parea..g.m2.","Karea..g.m2.","d13C.12C","d15N.14N","Site.Name","Latitude","Longitude","Elevation","Collection.month","Collection.year","Source","Sampling.strategy","References","Site.ID.1","Lat_grid","Lon_grid","Temp.Jan..C.","Temp.Feb...C.","Temp.Mar...C.","Temp.April...C.","Temp.May...C.","Temp.June...C.","Temp.July...C.","Temp.Aug...C.","Temp.Sept...C.","Temp.Oct...C.","Temp.Nov...C.","Temp.Dec...C.","Prec.Jan..mm.","Prec.Feb..mm.","Prec.Mar..mm.","Prec.Apr..mm.","Prec.May..mm.","Prec.June...mm.","Prec.July...mm.","Prec.Aug...mm.","Prec.Sept...mm.","Prec.Oct...mm.","Prec.Nov..mm.","Prec.Dec...mm.","Sun.Jan....","Sun.Feb....","Sun.Mar....","Sun.Apr....","Sun.May....","Sun.June....","Sun.July....","Sun.Aug....","Sun.Sep....","Sun.Oct....","Sun.Nov....","Sun.Dec....","MTCO...C.","MAT...C.","MI..unitless.","alpha..unitless.","GDD0..C.days.","mGDD0...C.","PAR0..mol.photon.m.2.","mPAR0..mol.photon.m.2.","Prec.Timing..month.from.Jan1st.","Prec.Seasonality..unitless.","MMP..mm.","MAP..mm.","theta_m3m3","beta_Ali","tg_chelsa_2006","vpd_chelsa_2006","fapar_MODIS_2006","ppfd_chelsa_2006","deta_obs","pressure","gammastar","ca","kmm","chi_obs","ns_star","beta_own"
"11",11,11,1,"Leymus","chinensis","Leymus","chinensis","SP692",11,11,0.0016675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.286680075547688,155.392866179267,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"12",12,12,1,"Polygala","tenuifolia","Polygala","tenuifolia","SP916",12,12,1.6675e-05,21.81054203,0.04601972,365.4671191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.287810955241722,155.697177765063,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"13",13,13,1,"Potentilla","discolor","Potentilla","discolor","SP937",13,13,0.0003335,14.13914408,0.071544725,402.5046686,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.289666093627121,156.197673351058,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"14",14,14,1,"Scutellaria","baicalensis","Scutellaria","baicalensis","SP1084",14,14,0.0006003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.288058278516908,155.763810056181,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"15",15,15,1,"Stipa","krylovii","Stipa","krylovii","SP1149",15,15,0.00010672,31.10958079,0.032256443,541.4844056,481.425,15.22532311,0.889221465,12.70138999,0.489409459,0.028583525,0.408279047,-25.777,-1.772,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.291881830512603,156.797563169829,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,17.9466097597778,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,0.559190076246309,1.47569727861475,105.381557973096
"16",16,16,1,"Thalictrum","sp.","Thalictrum","sp.","SP1216",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.291134490414495,156.594970849891,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"17",17,17,1,"Thymus","mongolicus","Thymus","mongolicus","SP1223",17,16,0.00010672,22.49457596,0.044589517,440.7904109,489.524,18.22724621,1.46600295,14.6275401,0.810295168,0.065171397,0.650269653,-27.845,-2.961,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.291365215854455,156.657488993608,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,20.1120191738972,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,0.643776381485347,1.47569727861475,219.196466994501
"18",18,18,1,"Unidentified forb 1","","Unidentified forb 1","","SP1264",18,17,0.00010672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.291269622513869,156.631583671761,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"19",19,19,1,"Unidentified grass 1","","Unidentified grass 1","","SP1269",19,18,0.0006003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS01",42.87513333,118.48335,1024,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",1,42.875,118.485,-13.33,-10.6,-3.37,6.42,13.64,18.3,20.4,18.77,12.59,5.74,-4.08,-10.17,1.86,3.41,7.99,11.21,33.49,67.3,119.33,88.61,41.69,13.6,7.9,1.99,74.52,71.5,72.11,65.8,63.27,59.14,56.45,59.14,67.41,71.97,71.25,70.38,-13.33,4.526,0.503,0.595,2859.817,12.882,8158.82,36.751,6.58246,0.694881,33.198,398.38,0.29102012666405,156.563991711063,9.33956858764731,626.897870576414,0.237316645429336,32.7130863633745,NA,89988.1523416733,1.65100025636824,34.366475379285,17.2350809536905,NA,1.47569727861475,NA
"20",20,20,2,"Agropyron","cristatum","Agropyron","cristatum","SP49",20,19,0.0006003,9.646789773,0.103686286,433.6926292,499.605,21.20180871,1.024202182,17.75086626,2.197809759,0.10617026,1.840080138,-25.846,-0.611,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.253665126204881,146.766174153908,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,18.0187116205446,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,0.562577168604485,1.46223744776883,108.658595407126
"21",21,21,2,"Allium","sp","Allium","sp.","SP82",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.25361074308861,146.752366632132,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,NA,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,NA,1.46223744776883,NA
"22",22,22,2,"Anemarrhena","asphodeloides","Anemarrhena","asphodeloides","SP107",22,20,NA,11.67806686,0.08634641,313.4992684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.252426995724353,146.45214248096,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,NA,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,NA,1.46223744776883,NA
"23",23,23,2,"Artemisia","frigida","Artemisia","frigida","SP142",23,21,1.0005e-05,13.90371994,0.07271726,319.1607752,473.241,23.81457486,1.483531772,20.30090041,1.712820379,0.106700349,1.460105677,-27.588,-1.64,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.254550872177709,146.991242307924,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,19.8424124753705,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,0.633815483246122,1.46223744776883,201.040639435945
"24",24,24,2,"Artemisia","sacrorum","Artemisia","gmelinii","SP144",24,22,5.336e-06,10.32680948,0.100628041,386.8980864,511.585,24.93326615,1.80743502,21.99224268,2.414421046,0.175023566,2.129626069,-26.936,-2.845,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.255917603735122,147.339206312071,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,19.1590686737974,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,0.607122365997173,1.46223744776883,159.071946906584
"25",25,25,2,"Artemisia","sacrorum var glauca","Artemisia","gmelinii","SP144",25,23,5.336e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.254828235631441,147.061791330287,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,NA,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,NA,1.46223744776883,NA
"26",26,26,2,"Artemisia","scoparia","Artemisia","scoparia","SP152",26,24,0.00010672,15.86415579,0.063958272,245.2649588,466.981,32.99433042,1.836940164,24.71262772,2.079803732,0.115791864,1.557765068,-26.917,-1.918,"NECTS02",43.64286667,119.0204667,781,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",2,43.645,119.025,-14.16,-11.03,-3.47,6.74,14.28,19.04,21.39,19.61,13.16,5.58,-4.79,-11.07,1.55,2.69,6.64,10.62,29.2,67.97,119.43,83.12,38.07,13.82,5.53,1.54,74.87,73.01,71.53,65.49,63.3,58.77,55.51,59.72,67.62,73,71.18,71.04,-14.16,4.607,0.481,0.573,2975.882,13.466,8087.906,36.597,6.567613,0.715277,31.682,380.18,0.254101469675714,146.877005979656,9.67014203245008,666.077434373595,0.209762966398344,32.6346828993951,19.1391690123042,92580.527377033,1.73084203728906,35.3565034052889,18.042717061776,0.606345035470094,1.46223744776883,158.003338299503
